75
210
80
210
80
45
170
210
225
80
90
260
110
180
55
185
130
355
180
175
65
200
55
55
45
260
135
225
260
110
60
80
210
65
110
135
150
125
65
35
60
325
615
120
180
180
30
285
410
210
185
180
155
120
110
120
210
210
110
80
170
345
160
75
120
60
255
165
215
180
65
155
225
85
565
85
105
80
60
285
155
65
140
180
180
235
120
75
65
120
110
110
105
185
35
50
475
105
50
105
45
80
445
90
60
120
90
80
30
55
45
140
60
120
180
210
210
65
120
65
210
105
210
50
300
410
105
80
120
210
80
100
100
60
115
290
125
380
160
225
100
425
110
440
135
60
270
100
65
105
505
